BHK,project,Location,City,Total sqft,price_sqft,price
1 BHK Apartment,Lodha Casa RioDombivali,Dombivali,Mumbai,595,"4,873",29 L
1 BHK Apartment,Lodha Casa RioDombivali,Dombivali,Mumbai,597,"4,941",29.5 L
2 BHK Apartment,Lodha Casa RioDombivali,Dombivali,Mumbai,955,"5,759",55 L
2 BHK Apartment,Lodha Casa Rio GoldDombivali,Dombivali,Mumbai,1000,"5,200",52 L
1,NA,Bhiwandi,Mumbai,560,"4,100",22.96 L
1,NA,Bhiwandi,Mumbai,550,"4,100",22.55 L
1 BHK Apartment,Shapoorji Pallonji Joyville VirarVirar,Virar,Mumbai,700,"4,857",34 L
1 BHK Apartment,Reputed Builder Shripal Shanti ComplexVirar,Virar,Mumbai,710,"5,070",36 L
2 BHK Apartment,Koperkhairane Infinity TowerKoper Khairane,Koper Khairane,Mumbai,1091,"11,915",1.3 Cr
2 BHK Independent House,Reputed Builder MadhubanKoper Khairane,Koper Khairane,Mumbai,1300,"18,461",2.4 Cr
2 BHK Apartment,Reputed Builder Seawind ResidencyKoper Khairane,Koper Khairane,Mumbai,1125,"13,422",1.51 Cr
2 BHK Apartment,Reputed Builder Koparkhairane shree sairamKoper Khairane,Koper Khairane,Mumbai,1075,"10,697",1.15 Cr
2 BHK Apartment,Shanti Green PalmsGhansoli,Ghansoli,Mumbai,1145,"12,401",1.42 Cr
3 BHK Apartment,Reputed Builder Koparkhairane shree sairamKoper Khairane,Koper Khairane,Mumbai,1365,"9,890",1.35 Cr
3 BHK Apartment,Sai Proviso ApartmentSector-20 Koparkhairane,Sector-20 Koparkhairane,Mumbai,1524,"12,467",1.9 Cr
3 BHK Apartment,Sai Proviso ApartmentSector-20 Koparkhairane,Sector-20 Koparkhairane,Mumbai,1524,"12,204",1.86 Cr
2,NA,Ghansoli,Mumbai,1080,"12,037",1.3 Cr
2 BHK Apartment,Reputed Builder Koparkhairane shree sairamKoper Khairane,Koper Khairane,Mumbai,1125,"9,777",1.1 Cr
2 BHK Apartment,Shree Shree HavenMira Road East,Mira Road East,Mumbai,950,"7,631",72.5 L
2 BHK Apartment,Strawberry OnyxMira Road East,Mira Road East,Mumbai,970,"8,350",81 L
2 BHK Apartment,JK IRIS Tower 1 And 2Mira Road East,Mira Road East,Mumbai,1013,"8,193",83 L
1 BHK Apartment,Umiya OasisMira Road East,Mira Road East,Mumbai,680,"8,676",59 L
2 BHK Apartment,Umiya OasisMira Road East,Mira Road East,Mumbai,920,"9,565",88 L
2 BHK Apartment,Unique IvanaMira Road East,Mira Road East,Mumbai,990,"8,342",82.59 L
1 BHK Apartment,Shree Ramdev HeightsMira Road East,Mira Road East,Mumbai,660,"9,266",61.16 L
2 BHK Apartment,Raj 127 Raj Homes A WingMira Road East,Mira Road East,Mumbai,1010,"8,790",88.78 L
1 BHK Apartment,Raj 127 Raj Homes A WingMira Road East,Mira Road East,Mumbai,680,"8,977",61.05 L
3 BHK Apartment,Raj Heritage 2Mira Road East,Mira Road East,Mumbai,1200,"10,750",1.29 Cr
2 BHK Apartment,SKD Pinnacolo And Pinnacolo NXMira Road East,Mira Road East,Mumbai,1000,"8,850",88.5 L
2 BHK Apartment,Kalpataru Srishti NamaahMira Road East,Mira Road East,Mumbai,1001,"12,587",1.26 Cr
2 BHK Apartment,Sahakar PremierMira Road East,Mira Road East,Mumbai,1060,"7,735",82 L
2 BHK Apartment,Sahakar PremierMira Road East,Mira Road East,Mumbai,1060,"7,735",82 L
2 BHK Apartment,Reputed Builder Poonam Valley ComplexMira Road East,Mira Road East,Mumbai,1050,"8,000",84 L
2 BHK Apartment,JP JP North Phase 5 EuphoriaMira Road East,Mira Road East,Mumbai,1000,"11,800",1.18 Cr
2 BHK Apartment,Strawberry OnyxMira Road East,Mira Road East,Mumbai,970,"8,350",81 L
1 RK Studio Apartment,Nirman Viviana Block 2Neral,Neral,Mumbai,378,"4,122",15.58 L
1 BHK Apartment,Nirman Viviana Block 2Neral,Neral,Mumbai,401,"4,863",19.5 L
1 BHK Apartment,Nirman Viviana Block 2Neral,Neral,Mumbai,385,"4,808",18.51 L
1 BHK Apartment,Nirman Viviana Block 2Neral,Neral,Mumbai,375,"4,827",18.1 L
1 RK Studio Apartment,Udaan AvenueNeral,Neral,Mumbai,263,"5,323",14 L
1 BHK Apartment,Udaan AvenueNeral,Neral,Mumbai,390,"5,128",20 L
1 BHK Apartment,Udaan AvenueNeral,Neral,Mumbai,400,"5,250",21 L
1 RK Studio Apartment,Udaan AvenueNeral,Neral,Mumbai,290,"5,172",15 L
1 BHK Apartment,Paradise Sai World Dreams Phase 1Dombivali,Dombivali,Mumbai,415,"11,204",46.5 L
2,NA,Airoli,Mumbai,900,"13,888",1.25 Cr
1,NA,Airoli,Mumbai,550,"12,727",70 L
2 BHK Apartment,Reputed Builder Om ArcadeAiroli,Airoli,Mumbai,1100,"12,272",1.35 Cr
1,NA,Airoli,Mumbai,555,"14,414",80 L
1 BHK Apartment,Reputed Builder Palm SpringsAiroli,Airoli,Mumbai,550,"15,454",85 L
1 BHK Apartment,KumKum CornerAiroli,Airoli,Mumbai,555,"15,315",85 L
1 BHK Apartment,Vaibhavlaxmi Central ParkVikhroli,Vikhroli,Mumbai,655,"12,213",80 L
1 BHK Apartment,Haware Intelligentia Sigma SouthVikhroli,Vikhroli,Mumbai,520,"15,384",80 L
1 BHK Apartment,Haware Intelligentia Sigma SouthVikhroli,Vikhroli,Mumbai,460,"14,130",65 L
3 BHK Apartment,Hiranandani Verona CHSPowai,Powai,Mumbai,1690,"39,940",6.75 Cr
1,NA,Dombivali East,Mumbai,530,"6,000",31.8 L
2 BHK Apartment,Hicons MarinaAndheri West,Andheri West,Mumbai,759,"5,665",43 L
2,NA,Dahisar Navi mumbai,Mumbai,550,"2,727",15 L
1,NA,Dahisar Navi mumbai,Mumbai,450,"2,666",12 L
1,NA,Dahisar Navi mumbai,Mumbai,350,"2,285",8 L
2,NA,Dahisar Navi mumbai,Mumbai,1200,"2,833",34 L
2 BHK Apartment,Evershine Amavi 303 Phase 1Virar,Virar,Mumbai,975,"6,035",58.85 L
1 BHK Apartment,Evershine Amavi 303 Phase 1Virar,Virar,Mumbai,700,"5,642",39.5 L
1 BHK Apartment,Evershine Amavi 303 Phase 1Virar,Virar,Mumbai,750,"5,466",41 L
1 BHK Apartment,Evershine Amavi 303 Phase 1Virar,Virar,Mumbai,700,"5,571",39 L
2 BHK Apartment,Shree Savaliya AvenueMira Road East,Mira Road East,Mumbai,970,"7,938",77 L
2 BHK Apartment,RNA NG Silver Spring Phase IIIBhayandar East,Bhayandar East,Mumbai,999,"8,008",80 L
2 BHK Apartment,Siroya Level The ResidencesJogeshwari West,Jogeshwari West,Mumbai,509,"27,000",1.37 Cr
1 BHK Apartment,Siroya Level The ResidencesJogeshwari West,Jogeshwari West,Mumbai,311,"27,000",83.97 L
2 BHK Apartment,Siroya Level The ResidencesJogeshwari West,Jogeshwari West,Mumbai,635,"27,000",1.71 Cr
1 BHK Apartment,Siroya Level The ResidencesJogeshwari West,Jogeshwari West,Mumbai,405,"27,000",1.09 Cr
3 BHK Apartment,JP JP North Phase 5 EuphoriaMira Road East,Mira Road East,Mumbai,1300,"10,769",1.4 Cr
1 BHK Apartment,JP North AvivaMira Road East,Mira Road East,Mumbai,580,"9,482",55 L
2 BHK Apartment,MICL Aaradhya HighparkBhayandar East,Bhayandar East,Mumbai,1003,"12,961",1.3 Cr
1,NA,Bhiwandi,Mumbai,390,"4,100",15.99 L
1,NA,Bhiwandi,Mumbai,385,"4,098",15.78 L
1,NA,Bhiwandi,Mumbai,375,"4,300",16.12 L
2,NA,Koper Khairane,Mumbai,1050,"12,571",1.32 Cr
1 BHK Apartment,Evershine Amavi 303 Phase 1Virar,Virar,Mumbai,511,"7,609",38.88 L
2 BHK Apartment,Evershine Amavi 303 Phase 1Virar,Virar,Mumbai,617,"7,608",46.94 L
1 BHK Apartment,Evershine Amavi 303 Phase 1Virar,Virar,Mumbai,473,"7,609",35.99 L
1 BHK Apartment,Evershine Amavi 303 Phase 1Virar,Virar,Mumbai,473,"7,609",35.99 L
1 BHK Apartment,Swaraj Homes Surji Dham CHSAiroli,Airoli,Mumbai,620,"9,677",60 L
1,NA,Bhiwandi,Mumbai,585,"4,076",23.85 L
2 BHK Apartment,Reputed Builder Lodha CASA LAKESIDEPalava,Palava,Mumbai,945,"5,820",55 L
3 BHK Apartment,Reputed Builder Lodha CASA LAKESIDEPalava,Palava,Mumbai,1132,"6,625",75 L
3 BHK Apartment,Reputed Builder UtopiaDombivali,Dombivali,Mumbai,1098,"6,921",76 L
1 BHK Apartment,Swaraj Homes Casa Rio ArabianaDombivali,Dombivali,Mumbai,595,"5,210",31 L
1 BHK Apartment,Lodha Palava Lakeshore GreensDombivali,Dombivali,Mumbai,694,"4,899",34 L
2 BHK Apartment,Reputed Builder Lodha CASA LAKESIDEPalava,Palava,Mumbai,829,"5,186",43 L
1 BHK Apartment,Shree Adinath SymphonyBoisar,Boisar,Mumbai,615,"3,200",19.68 L
1 BHK Apartment,Shree Adinath SymphonyBoisar,Boisar,Mumbai,615,"3,252",20 L
2 BHK Apartment,Marathon VegaPanvel,Panvel,Mumbai,1000,"6,300",63 L
2 BHK Apartment,Marathon Nexzone Triton 1Panvel,Panvel,Mumbai,1000,"6,400",64 L
2 BHK Apartment,Marathon VegaPanvel,Panvel,Mumbai,1000,"6,300",63 L
1 BHK Apartment,Radiance Sai KutirPanvel,Panvel,Mumbai,625,"5,600",35 L
2 BHK Apartment,Shivalay Group Shiv KamalPanvel,Panvel,Mumbai,980,"6,326",62 L
1 BHK Apartment,Shailesh Aashiyana AvenueKalamboli,Kalamboli,Mumbai,680,"6,470",44 L
1,NA,Karanjade,Mumbai,628,"5,573",35 L
2 BHK Apartment,Marathon Nexzone Triton 1Panvel,Panvel,Mumbai,1120,"5,803",65 L
1 RK Studio Apartment,Chaitanya GalaxyKaranjade,Karanjade,Mumbai,450,"5,777",26 L
1 BHK Apartment,Khushi Mountain ViewKaranjade,Karanjade,Mumbai,640,"5,937",38 L
1 BHK Apartment,Times VighneshKaranjade,Karanjade,Mumbai,640,"6,093",39 L
2 BHK Apartment,Marathon Nexzone Triton 1Panvel,Panvel,Mumbai,1200,"5,500",66 L
1 BHK Apartment,Space India Kailash UptownPanvel,Panvel,Mumbai,685,"6,131",42 L
1 BHK Apartment,Navkar City Phase I Part 1Naigaon East,Naigaon East,Mumbai,550,"5,818",32 L
1 BHK Apartment,Sunteck Maxx WorldNaigaon East,Naigaon East,Mumbai,610,"5,778",35.25 L
1 BHK Apartment,JK IRISMira Road East,Mira Road East,Mumbai,740,"10,405",77 L
1,NA,Bhiwandi,Mumbai,585,"4,099",23.98 L
1 BHK Apartment,Umiya OasisMira Road East,Mira Road East,Mumbai,680,"8,970",61 L
2 BHK Apartment,JP North BarcelonaMira Road East,Mira Road East,Mumbai,950,"9,894",94 L
1 BHK Apartment,Evershine Amavi 303 Phase 1Virar,Virar,Mumbai,473,"7,822",37 L
1,NA,Koper Khairane,Mumbai,750,"10,666",80 L
1,NA,Koper Khairane,Mumbai,750,"10,400",78 L
1,NA,Koper Khairane,Mumbai,650,"12,153",79 L
1 BHK Apartment,Ananta Shri Rajendra SrushtiPalghar,Palghar,Mumbai,331,"4,520",14.91 L
1 BHK Apartment,Ananta Shri Rajendra SrushtiPalghar,Palghar,Mumbai,466,"4,507",21 L
1 BHK Apartment,Ananta Shri Rajendra SrushtiPalghar,Palghar,Mumbai,377,"4,518",16.99 L
1 BHK Apartment,Ananta Shri Rajendra SrushtiPalghar,Palghar,Mumbai,511,"4,507",23.03 L
1 BHK Apartment,Ananta Shri Rajendra SrushtiPalghar,Palghar,Mumbai,421,"4,517",18.97 L
1 BHK Apartment,Ananta Shri Rajendra SrushtiPalghar,Palghar,Mumbai,442,"4,507",19.92 L
1 BHK Apartment,Ananta Shri Rajendra SrushtiPalghar,Palghar,Mumbai,450,"4,517",20.28 L
1 BHK Apartment,Ananta Shri Rajendra SrushtiPalghar,Palghar,Mumbai,356,"4,519",16.04 L
2 BHK Apartment,Rustomjee Avenue IVirar,Virar,Mumbai,910,"5,197",47.3 L
1 BHK Apartment,Agarwal ParamountVirar,Virar,Mumbai,690,"5,743",39.63 L
1 BHK Apartment,Agarwal ParamountVirar,Virar,Mumbai,690,"5,743",39.63 L
2 BHK Apartment,Agarwal ParamountVirar,Virar,Mumbai,980,"5,821",57.04 L
2 BHK Apartment,Rustomjee Avenue IVirar,Virar,Mumbai,910,"5,197",47.3 L
1 BHK Apartment,JSB Sai Nakshatra TrridentVirar,Virar,Mumbai,520,"6,260",32.55 L
2 BHK Apartment,Agarwal ParamountVirar,Virar,Mumbai,980,"5,712",55.98 L
2 BHK Apartment,Agarwal ParamountVirar,Virar,Mumbai,980,"5,712",55.98 L
2 BHK Apartment,Agarwal ParamountVirar,Virar,Mumbai,980,"5,604",54.92 L
1 BHK Apartment,Agarwal ParamountVirar,Virar,Mumbai,700,"5,918",41.43 L
2 BHK Apartment,Rustomjee Avenue IVirar,Virar,Mumbai,910,"5,197",47.3 L
2 BHK Apartment,Agarwal ParamountVirar,Virar,Mumbai,980,"5,821",57.04 L
1 BHK Apartment,JSB Sai Nakshatra TrridentVirar,Virar,Mumbai,507,"6,489",32.9 L
2 BHK Apartment,Agarwal ParamountVirar,Virar,Mumbai,980,"5,821",57.04 L
1 BHK Apartment,Rustomjee Avenue IVirar,Virar,Mumbai,690,"5,360",36.99 L
1 BHK Apartment,Rustomjee Avenue IVirar,Virar,Mumbai,690,"5,360",36.99 L
1 BHK Apartment,Rustomjee Avenue IVirar,Virar,Mumbai,690,"5,360",36.99 L
1 BHK Apartment,Rustomjee Avenue IVirar,Virar,Mumbai,690,"5,360",36.99 L
1 BHK Apartment,Rustomjee Avenue IVirar,Virar,Mumbai,690,"5,360",36.99 L
2 BHK Apartment,Rustomjee Avenue IVirar,Virar,Mumbai,910,"5,197",47.3 L
1 BHK Apartment,Agarwal ParamountVirar,Virar,Mumbai,690,"5,743",39.63 L
1 BHK Apartment,Agarwal ParamountVirar,Virar,Mumbai,690,"5,743",39.63 L
2 BHK Apartment,Rustomjee Avenue IVirar,Virar,Mumbai,910,"5,197",47.3 L
1 BHK Apartment,Agarwal ParamountVirar,Virar,Mumbai,690,"5,897",40.69 L
2 BHK Apartment,Rustomjee Avenue IVirar,Virar,Mumbai,910,"5,197",47.3 L
1 BHK Apartment,JSB Sai Nakshatra TrridentVirar,Virar,Mumbai,520,"6,260",32.55 L
1 BHK Apartment,Shree Adinath SymphonyBoisar,Boisar,Mumbai,615,"2,959",18.2 L
1 BHK Apartment,Shree Adinath SymphonyBoisar,Boisar,Mumbai,615,"3,008",18.5 L
1 BHK Apartment,JSB Sai Nakshatra TrridentVirar,Virar,Mumbai,507,"6,292",31.9 L
1 BHK Apartment,Agarwal ParamountVirar,Virar,Mumbai,675,"5,871",39.63 L
2 BHK Apartment,Runwal My CityDombivali,Dombivali,Mumbai,620,"7,741",48 L
1 BHK Apartment,JP Codename HOTCAKEMira Road East,Mira Road East,Mumbai,715,"9,090",65 L
2 BHK Apartment,JP Codename Dream Home Tower BMira Road East,Mira Road East,Mumbai,950,"8,842",84 L
2 BHK Apartment,JP Codename Dream Home Tower BMira Road East,Mira Road East,Mumbai,950,"8,689",82.55 L
1 BHK Apartment,JP Codename Dream Home Tower BMira Road East,Mira Road East,Mumbai,720,"8,888",64 L
1 BHK Apartment,JP Codename Dream Home Tower BMira Road East,Mira Road East,Mumbai,720,"8,750",63 L
1 BHK Apartment,Vidhata Developers Vidhata HeightsSaphale,Saphale,Mumbai,640,"3,435",21.99 L
1 BHK Apartment,Vidhata Developers Vidhata HeightsSaphale,Saphale,Mumbai,660,"3,453",22.79 L
2 BHK Apartment,Vidhata Developers Vidhata HeightsSaphale,Saphale,Mumbai,905,"3,424",30.99 L
1 BHK Apartment,Vidhata Developers Vidhata HeightsSaphale,Saphale,Mumbai,715,"3,425",24.49 L
1 BHK Apartment,Vidhata Developers Vidhata HeightsSaphale,Saphale,Mumbai,730,"3,423",24.99 L
2 BHK Apartment,JP NorthMira Road East,Mira Road East,Mumbai,990,"10,606",1.05 Cr
2 BHK Apartment,RNA NG N G Diamond Hill D Phase IIMira Road East,Mira Road East,Mumbai,999,"9,709",97 L
2 BHK Apartment,Ashish SamriddhiMira Road East,Mira Road East,Mumbai,1024,"12,109",1.24 Cr
3,NA,Vashi,Mumbai,1450,"22,413",3.25 Cr
3,NA,Vashi,Mumbai,1700,"14,588",2.48 Cr
3,NA,Vashi,Mumbai,1700,"12,352",2.1 Cr
3,NA,Vashi,Mumbai,1700,"14,705",2.5 Cr
2 BHK Apartment,Reputed Builder Jimmy Tower ApartmentKoper Khairane,Koper Khairane,Mumbai,1050,"13,619",1.43 Cr
3 BHK Apartment,B and M AtlantisGhansoli,Ghansoli,Mumbai,1525,"11,934",1.82 Cr
3,NA,Vashi,Mumbai,1700,"12,941",2.2 Cr
1,NA,Koper Khairane,Mumbai,650,"12,307",80 L
1,NA,Bhiwandi,Mumbai,365,"4,100",14.96 L
2 BHK Apartment,Reputed Builder EuropaDombivali,Dombivali,Mumbai,864,"7,523",65 L
2 BHK Apartment,Reputed Builder Lodha CASA LAKESIDEPalava,Palava,Mumbai,805,"5,590",45 L
1 BHK Apartment,Runwal My CityDombivali,Dombivali,Mumbai,585,"5,811",34 L
2,NA,Palava,Mumbai,1085,"5,069",55 L
1 BHK Apartment,Lodha Lodha Palava DowntownDombivali,Dombivali,Mumbai,774,"4,134",32 L
2 BHK Apartment,Shree Sai Shweta HeightsMira Road East,Mira Road East,Mumbai,1100,"8,636",95 L
1 BHK Apartment,Shree Sai Shweta HeightsMira Road East,Mira Road East,Mumbai,700,"9,000",63 L
2 BHK Apartment,Lodha Vikhroli Tower C1Vikhroli,Vikhroli,Mumbai,747,"22,623",1.69 Cr
2 BHK Apartment,Lodha Vikhroli Tower C1Vikhroli,Vikhroli,Mumbai,682,"24,780",1.69 Cr
2 BHK Apartment,Lodha Vikhroli Tower C1Vikhroli,Vikhroli,Mumbai,685,"24,525",1.68 Cr
2 BHK Apartment,Lodha Vikhroli Tower C1Vikhroli,Vikhroli,Mumbai,750,"22,266",1.67 Cr
3 BHK Villa,Lodha Casa RoyaleThane West,Thane West,Mumbai,3000,"11,233",3.37 Cr
1,NA,New Balaji Nagar,Mumbai,715,"4,195",30 L
1,NA,Bhayandar East,Mumbai,550,"6,363",35 L
1,NA,Virar East,Mumbai,510,"6,862",35 L
1,NA,Mira Road East,Mumbai,715,"9,090",65 L
1 BHK Apartment,Reputed Builder Country Park IIBorivali East,Borivali East,Mumbai,525,"21,904",1.15 Cr
1 BHK Apartment,Reputed Builder Country Park IIBorivali East,Borivali East,Mumbai,500,"23,000",1.15 Cr
1 BHK Apartment,JSB Nakshatra PrimusNaigaon East,Naigaon East,Mumbai,500,"6,000",30 L
1 BHK Apartment,Dudhwala ComplexAgripada,Agripada,Mumbai,545,"31,192",1.7 Cr
1,NA,Bhiwandi,Mumbai,550,"4,100",22.55 L
3,NA,Koper Khairane,Mumbai,2000,"11,250",2.25 Cr
2,NA,Vikroli East,Mumbai,742,"12,803",95 L
1,NA,Vikroli East,Mumbai,586,"12,798",75 L
3 BHK Apartment,Reputed Builder Sri DurgaAiroli,Airoli,Mumbai,1900,"10,000",1.9 Cr
1,NA,Koper Khairane,Mumbai,625,"11,200",70 L
1 BHK Apartment,Unicorn Unicorn Global ArenaNaigaon East,Naigaon East,Mumbai,500,"5,400",27 L
2 BHK Apartment,Reputed Builder Gokul MadhavVirar,Virar,Mumbai,700,"7,428",52 L
1,NA,Bhayandar East,Mumbai,385,"7,272",28 L
2 BHK Apartment,Dimples 73 EastKandivali West,Kandivali West,Mumbai,720,"30,416",2.19 Cr
3 BHK Apartment,Dimples 73 EastKandivali West,Kandivali West,Mumbai,1462,"27,017",3.95 Cr
3,NA,Koper Khairane,Mumbai,1650,"10,909",1.8 Cr
2,NA,Koper Khairane,Mumbai,1150,"11,304",1.3 Cr
2 BHK Apartment,Reputed Builder Koparkhairane shree sairamKoper Khairane,Koper Khairane,Mumbai,1150,"12,608",1.45 Cr
3,NA,Koper Khairane,Mumbai,2050,"13,414",2.75 Cr
2,NA,Koper Khairane,Mumbai,1140,"10,526",1.2 Cr
2,NA,Koper Khairane,Mumbai,1160,"10,775",1.25 Cr
3 BHK Apartment,Reputed Builder Koparkhairane tapsyaKoper Khairane,Koper Khairane,Mumbai,1570,"12,101",1.9 Cr
1,NA,Dombivli (West),Mumbai,360,"7,500",27 L
2,NA,Vichumbe,Mumbai,791,"5,689",45 L
2 BHK Apartment,Paradise Sai CrystalsKharghar,Kharghar,Mumbai,1100,"10,909",1.2 Cr
2 BHK Apartment,Devisha Hex BloxKharghar,Kharghar,Mumbai,1100,"11,363",1.25 Cr
2 BHK Apartment,Raikar Sujata EmpressKharghar,Kharghar,Mumbai,1150,"8,695",1 Cr
3 BHK Apartment,Regency Regency GardensKharghar,Kharghar,Mumbai,1490,"15,436",2.3 Cr
2,NA,Kharghar,Mumbai,1100,"11,818",1.3 Cr
1,NA,Dombivali East,Mumbai,576,"5,902",34 L
1,NA,Dombivali East,Mumbai,550,"6,727",37 L
1 BHK Apartment,Priyesh HeightsVirar,Virar,Mumbai,550,"5,727",31.5 L
1 BHK Apartment,Samarth Nikhil Tower Building No 2Virar,Virar,Mumbai,650,"5,692",37 L
1 BHK Apartment,SKD Pinnacolo And Pinnacolo NXMira Road East,Mira Road East,Mumbai,700,"8,857",62 L
2,NA,Bhiwandi,Mumbai,800,"4,100",32.8 L
2,NA,Bhiwandi,Mumbai,670,"4,100",27.47 L
1,NA,Bhiwandi,Mumbai,545,"4,300",23.43 L
1,NA,Bhiwandi,Mumbai,530,"4,100",21.73 L
1 BHK Apartment,Technicon PannashDombivali,Dombivali,Mumbai,395,"15,131",59.76 L
1 BHK Apartment,Technicon PannashDombivali,Dombivali,Mumbai,395,"15,131",59.76 L
1 BHK Apartment,Technicon PannashDombivali,Dombivali,Mumbai,395,"15,131",59.76 L
1 BHK Apartment,Technicon PannashDombivali,Dombivali,Mumbai,395,"15,131",59.76 L
1 BHK Apartment,Technicon PannashDombivali,Dombivali,Mumbai,359,"15,134",54.17 L
1 BHK Apartment,Technicon PannashDombivali,Dombivali,Mumbai,359,"15,134",54.17 L
2 BHK Apartment,Technicon PannashDombivali,Dombivali,Mumbai,543,"16,233",88.15 L
2 BHK Apartment,Technicon PannashDombivali,Dombivali,Mumbai,543,"16,233",88.15 L
1 BHK Apartment,Technicon PannashDombivali,Dombivali,Mumbai,395,"15,245",60.21 L
1 BHK Apartment,Technicon PannashDombivali,Dombivali,Mumbai,395,"15,245",60.21 L
1 BHK Apartment,Technicon PannashDombivali,Dombivali,Mumbai,360,"15,091",54.17 L
1 BHK Apartment,Technicon PannashDombivali,Dombivali,Mumbai,360,"15,091",54.17 L
2 BHK Apartment,Runwal My CityDombivali,Dombivali,Mumbai,580,"7,241",42 L
1,NA,Virar West,Mumbai,680,"5,073",34.5 L
4,NA,Kharghar,Mumbai,1850,"9,459",1.75 Cr
2 BHK Apartment,Platinum The SpringsKalamboli,Kalamboli,Mumbai,1250,"7,680",96 L
1 BHK Apartment,Pratik HarmonyKalamboli,Kalamboli,Mumbai,670,"9,701",65 L
2 BHK Apartment,Reliable Balaji ShrishtiKharghar,Kharghar,Mumbai,1120,"8,750",98 L
1 BHK Apartment,Lodha Casa Bella GoldDombivali,Dombivali,Mumbai,585,"6,153",36 L
2 BHK Apartment,Yash Shreeji DaiviBorivali West,Borivali West,Mumbai,836,"22,966",1.92 Cr
2 BHK Apartment,Yash Shreeji DaiviBorivali West,Borivali West,Mumbai,753,"22,974",1.73 Cr
4 BHK Apartment,Yash Shreeji DaiviBorivali West,Borivali West,Mumbai,1691,"22,945",3.88 Cr
2 BHK Apartment,Yash Shreeji DaiviBorivali West,Borivali West,Mumbai,742,"22,911",1.7 Cr
3 BHK Apartment,Yash Shreeji DaiviBorivali West,Borivali West,Mumbai,1056,"22,916",2.42 Cr
3 BHK Apartment,Yash Shreeji DaiviBorivali West,Borivali West,Mumbai,1092,"22,985",2.51 Cr
3 BHK Apartment,Yash Shreeji DaiviBorivali West,Borivali West,Mumbai,1026,"22,904",2.35 Cr
3 BHK Apartment,Yash Shreeji DaiviBorivali West,Borivali West,Mumbai,1096,"22,992",2.52 Cr
2 BHK Apartment,Yash Shreeji DaiviBorivali West,Borivali West,Mumbai,743,"23,014",1.71 Cr
3 BHK Apartment,Yash Shreeji DaiviBorivali West,Borivali West,Mumbai,1036,"22,972",2.38 Cr
3 BHK Apartment,Shreeji Sky Rise TowerKandivali West,Kandivali West,Mumbai,987,"22,819",2.25 Cr
2 BHK Apartment,Shreeji Sky Rise TowerKandivali West,Kandivali West,Mumbai,753,"23,005",1.73 Cr
3 BHK Apartment,Paradise Sai AaradhyaKharghar,Kharghar,Mumbai,1870,"8,750",1.63 Cr
3 BHK Apartment,Paradise Sai AaradhyaKharghar,Kharghar,Mumbai,1650,"8,750",1.44 Cr
R,NA,Sarde,Mumbai,1089,321,3.5 L
1,NA,Bhiwandi,Mumbai,410,"4,300",17.63 L
3 BHK Apartment,Dynamic Triveni GardenKalyan West,Kalyan West,Mumbai,1565,"7,987",1.25 Cr
1 BHK Apartment,Gaondevi HeightsDombivali,Dombivali,Mumbai,465,"6,000",27.9 L
2 BHK Apartment,Alfa Mana A M ResidencyMazagaon,Mazagaon,Mumbai,1025,"21,951",2.25 Cr
2 BHK Apartment,MRK Ajmal HeightsAgripada,Agripada,Mumbai,825,"16,969",1.4 Cr
2 BHK Apartment,Reputed Builder Sarkar ResidencyByculla,Byculla,Mumbai,1055,"33,175",3.5 Cr
2 BHK Apartment,Reputed Builder Sai NiketanDahisar,Dahisar,Mumbai,1075,"25,116",2.7 Cr
2 BHK Apartment,Darvesh Mariam ResidencyAgripada,Agripada,Mumbai,1270,"27,559",3.5 Cr
1,NA,Ambernath East,Mumbai,702,"4,273",30 L
1 BHK Apartment,Vub Group Veermaa ParadiseKamothe,Kamothe,Mumbai,655,"10,229",67 L
2,NA,Kamothe,Mumbai,1050,"8,380",88 L
1 BHK Independent House,Bhoomi Homes NakshtraKamothe,Kamothe,Mumbai,650,"8,769",57 L
1 BHK Apartment,Construxus Planet 6Koper Khairane,Koper Khairane,Mumbai,650,"6,923",45 L
1 BHK Apartment,Geomatrix Geomatrix Silver CrestKamothe,Kamothe,Mumbai,650,"10,153",66 L
2 BHK Apartment,Construxus Planet 6Koper Khairane,Koper Khairane,Mumbai,1050,"6,857",72 L
2 BHK Apartment,Reputed Builder Mahakali NiwasKamothe,Kamothe,Mumbai,1185,"7,257",86 L
1 BHK Apartment,Bhoomi Homes GrandeurKamothe,Kamothe,Mumbai,645,"8,062",52 L
2 BHK Apartment,Prajapati LawnsKharghar,Kharghar,Mumbai,1100,"11,363",1.25 Cr
1 BHK Apartment,Lodha Casa Bella GoldDombivali,Dombivali,Mumbai,585,"5,641",33 L
3 BHK Apartment,Lodha Casa Bella GoldDombivali,Dombivali,Mumbai,1098,"6,648",73 L
1 BHK Apartment,Shree Swastick HeightsVirar,Virar,Mumbai,750,"5,666",42.5 L
2 BHK Apartment,Shripal ShantiVirar,Virar,Mumbai,750,"7,378",55.34 L
1 BHK Apartment,Shripal ShantiVirar,Virar,Mumbai,650,"6,076",39.5 L
2 BHK Apartment,Navkar City Phase I Part 1Naigaon East,Naigaon East,Mumbai,915,"5,573",51 L
1 BHK Apartment,Rashmi Star CityNaigaon East,Naigaon East,Mumbai,500,"4,800",24 L
